ID,Income,Kidhome,Teenhome,Recency,Age,Customer_Days,marital_Divorced,marital_Married,marital_Single,marital_Together,marital_Widow,education_2n Cycle,education_Basic,education_Graduation,education_Master,education_PhD,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,Complain,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,AcceptedCmpOverall,Z_CostContact,Z_Revenue,MntRegularProds,MntTotal,,,
1095,"R$ 16,269.00",1,0,75,36,2462,0,0,1,0,0,0,0,0,0,1,19,3,18,3,1,0,3,3,0,3,0,8,0,0,0,0,0,0,0,3,11,R$ 44.00,R$ 44.00,,,
1096,"R$ 71,819.00",0,1,70,49,2464,0,0,0,1,0,0,0,1,0,0,1224,28,140,0,14,168,3,3,3,5,0,6,0,1,1,0,0,0,2,3,11,"R$ 1,238.00","R$ 1,406.00",,,
1097,"R$ 33,569.00",1,0,10,37,2415,0,1,0,0,0,0,0,0,0,1,16,2,18,3,0,24,1,1,1,2,0,8,1,0,0,0,0,1,1,3,11,R$ 15.00,R$ 39.00,,,
1098,"R$ 36,262.00",0,0,24,37,2441,0,1,0,0,0,0,0,0,1,0,88,39,54,64,28,153,1,3,5,3,0,6,1,0,0,0,0,1,1,3,11,R$ 120.00,R$ 273.00,,,
1099,"R$ 22,634.00",0,0,47,54,2688,0,0,0,1,0,0,1,0,0,0,2,23,11,8,6,46,1,2,1,2,0,8,0,0,0,0,0,0,0,3,11,R$ 4.00,R$ 50.00,,,
1100,"R$ 47,025.00",0,1,98,42,2449,0,1,0,0,0,1,0,0,0,0,508,11,59,23,5,29,5,11,1,6,0,9,0,0,0,0,0,0,0,3,11,R$ 577.00,R$ 606.00,,,
1101,"R$ 70,566.00",0,1,4,52,2425,0,0,1,0,0,0,0,1,0,0,381,28,215,84,28,21,2,6,5,9,0,3,0,0,0,0,0,0,0,3,11,R$ 715.00,R$ 736.00,,,
1102,"R$ 31,605.00",1,0,15,41,2743,0,1,0,0,0,0,0,0,0,1,74,0,42,2,1,6,2,2,1,4,0,7,0,0,0,0,0,0,0,3,11,R$ 113.00,R$ 119.00,,,
1103,"R$ 52,034.00",1,1,67,47,2567,1,0,0,0,0,0,0,0,1,0,146,0,93,7,13,73,5,4,2,5,0,7,0,0,0,0,0,0,0,3,11,R$ 186.00,R$ 259.00,,,
1104,"R$ 48,526.00",1,0,32,41,2346,0,0,1,0,0,0,0,1,0,0,23,17,23,43,20,9,1,2,1,4,0,3,0,0,0,0,0,0,0,3,11,R$ 117.00,R$ 126.00,,,
1105,"R$ 46,734.00",0,1,40,66,2747,0,1,0,0,0,0,0,1,0,0,110,5,137,26,23,29,2,6,1,5,0,7,0,0,0,0,0,0,0,3,11,R$ 272.00,R$ 301.00,,,
1106,"R$ 39,552.00",1,1,54,58,2717,1,0,0,0,0,0,0,1,0,0,165,3,147,4,24,41,7,6,2,5,0,8,0,0,0,0,0,1,0,3,11,R$ 302.00,R$ 343.00,,,
1107,"R$ 86,358.00",1,1,78,54,2849,0,0,1,0,0,0,0,1,0,0,957,47,494,82,47,95,4,5,3,6,0,8,0,0,0,0,0,0,0,3,11,"R$ 1,532.00","R$ 1,627.00",,,
1108,"R$ 46,931.00",2,1,94,43,2225,0,0,0,1,0,0,0,1,0,0,41,0,17,3,1,16,2,1,1,3,0,3,0,0,0,0,0,0,0,3,11,R$ 46.00,R$ 62.00,,,
1109,"R$ 16,581.00",0,0,51,35,2692,0,0,1,0,0,0,1,0,0,0,1,3,4,2,3,11,1,0,0,3,0,4,0,0,0,0,0,0,0,3,11,R$ 2.00,R$ 13.00,,,
1110,"R$ 63,998.00",0,0,42,68,2350,1,0,0,0,0,1,0,0,0,0,176,29,818,0,33,112,1,7,6,11,0,4,0,0,0,0,0,1,0,3,11,R$ 944.00,"R$ 1,056.00",,,
1111,"R$ 67,381.00",0,1,67,69,2689,0,1,0,0,0,0,0,0,1,0,815,8,53,11,0,70,4,2,2,9,0,7,0,1,0,0,0,0,1,3,11,R$ 817.00,R$ 887.00,,,
1112,"R$ 25,930.00",1,1,87,53,2421,0,0,1,0,0,0,0,1,0,0,6,1,2,2,0,4,1,1,0,2,0,7,0,0,0,0,0,0,0,3,11,R$ 7.00,R$ 11.00,,,
1113,"R$ 42,693.00",1,0,29,42,2181,0,1,0,0,0,0,0,1,0,0,8,4,20,6,3,16,1,1,0,3,0,5,0,0,0,0,0,0,0,3,11,R$ 25.00,R$ 41.00,,,
1114,"R$ 85,606.00",0,1,89,44,2753,0,0,0,1,0,0,0,1,0,0,717,42,864,219,30,84,2,6,7,9,0,3,0,0,0,1,0,0,1,3,11,"R$ 1,788.00","R$ 1,872.00",,,
1115,"R$ 72,903.00",0,0,74,35,2402,0,0,1,0,0,0,0,1,0,0,1067,138,750,0,19,39,1,7,5,8,0,4,0,1,1,1,0,1,3,3,11,"R$ 1,935.00","R$ 1,974.00",,,
1116,"R$ 49,669.00",1,0,97,46,2195,0,0,0,1,0,1,0,0,0,0,166,5,107,11,8,29,2,5,1,6,0,6,0,0,0,0,0,0,0,3,11,R$ 268.00,R$ 297.00,,,
1117,"R$ 36,778.00",1,1,63,52,2852,0,1,0,0,0,0,0,0,0,1,29,4,34,2,4,4,3,3,0,3,0,9,0,0,0,0,0,0,0,3,11,R$ 69.00,R$ 73.00,,,
1118,"R$ 85,696.00",0,0,88,58,2581,1,0,0,0,0,0,0,0,0,1,714,76,395,116,0,12,1,4,6,9,0,1,0,0,0,0,0,1,0,3,11,"R$ 1,289.00","R$ 1,301.00",,,
1119,"R$ 10,979.00",0,0,34,31,2197,1,0,0,0,0,0,0,0,1,0,8,4,10,2,2,4,2,3,0,3,0,5,0,0,0,0,0,0,0,3,11,R$ 22.00,R$ 26.00,,,
1120,"R$ 49,678.00",0,1,81,59,2671,0,1,0,0,0,0,0,1,0,0,229,5,56,3,2,20,2,6,2,4,0,7,0,0,0,0,0,0,0,3,11,R$ 275.00,R$ 295.00,,,
1121,"R$ 56,129.00",0,1,65,67,2533,0,0,0,1,0,0,0,0,1,0,320,48,133,39,72,48,4,6,2,10,0,4,0,0,0,0,0,0,0,3,11,R$ 564.00,R$ 612.00,,,
1122,"R$ 37,155.00",1,0,51,31,2673,0,1,0,0,0,0,0,1,0,0,23,0,26,7,15,3,1,2,0,4,0,5,0,0,0,0,0,0,0,3,11,R$ 68.00,R$ 71.00,,,
1123,"R$ 21,282.00",1,0,76,42,2208,1,0,0,0,0,1,0,0,0,0,1,5,8,4,8,20,2,2,1,2,0,6,0,0,0,0,0,0,0,3,11,R$ 6.00,R$ 26.00,,,
1124,"R$ 33,419.00",0,1,76,58,2475,0,0,1,0,0,0,0,0,0,1,56,0,12,0,0,18,2,2,0,4,0,7,0,0,0,0,0,0,0,3,11,R$ 50.00,R$ 68.00,,,
1125,"R$ 63,285.00",0,0,84,75,2395,0,0,0,0,1,0,0,1,0,0,508,124,249,50,38,134,1,6,5,13,0,3,0,0,0,0,0,0,0,3,11,R$ 835.00,R$ 969.00,,,
1126,"R$ 21,255.00",1,0,56,46,2318,0,0,0,1,0,0,0,0,1,0,29,0,25,2,2,3,4,2,1,4,0,4,0,0,0,0,0,0,0,3,11,R$ 55.00,R$ 58.00,,,
1127,"R$ 42,162.00",1,0,31,39,2381,0,0,0,1,0,0,0,1,0,0,46,7,59,2,4,27,2,3,1,3,0,6,1,0,0,0,0,1,1,3,11,R$ 91.00,R$ 118.00,,,
1128,"R$ 54,450.00",1,1,0,64,2812,0,0,0,1,0,0,0,1,0,0,454,0,171,8,19,32,12,9,2,8,0,8,0,0,0,0,0,0,0,3,11,R$ 620.00,R$ 652.00,,,
1129,"R$ 57,744.00",0,1,91,66,2388,0,1,0,0,0,0,0,0,0,1,350,3,39,0,0,19,2,9,1,4,0,8,0,0,0,0,0,0,0,3,11,R$ 373.00,R$ 392.00,,,
1130,"R$ 26,576.00",1,0,40,34,2783,0,0,1,0,0,0,0,1,0,0,10,0,8,0,0,9,1,1,0,2,0,9,1,0,0,0,0,1,1,3,11,R$ 9.00,R$ 18.00,,,
1131,"R$ 57,513.00",0,0,59,77,2517,0,0,0,0,1,0,0,0,0,1,735,40,183,52,20,30,2,9,3,13,0,6,0,0,0,0,0,0,0,3,11,"R$ 1,000.00","R$ 1,030.00",,,
1132,"R$ 68,142.00",0,1,96,56,2828,0,0,0,1,0,0,0,1,0,0,897,126,196,91,112,37,3,10,4,7,0,6,0,0,0,0,0,0,0,3,11,"R$ 1,385.00","R$ 1,422.00",,,
1133,"R$ 7,500.00",0,1,61,41,2828,0,1,0,0,0,0,0,1,0,0,5,2,3,3,0,5,1,1,0,2,0,8,0,0,0,0,0,0,0,3,11,R$ 8.00,R$ 13.00,,,
1134,"R$ 83,145.00",0,0,14,46,2804,0,0,0,1,0,0,0,1,0,0,777,35,731,39,137,114,1,5,9,11,0,2,0,0,1,0,0,1,1,3,11,"R$ 1,605.00","R$ 1,719.00",,,
1135,"R$ 54,197.00",0,1,16,60,2246,0,1,0,0,0,0,0,0,1,0,162,6,37,6,13,13,2,1,3,6,0,1,0,0,0,0,0,0,0,3,11,R$ 211.00,R$ 224.00,,,
1136,"R$ 23,091.00",1,1,98,57,2191,0,0,1,0,0,0,0,0,0,1,35,0,11,0,0,2,4,2,1,3,0,7,0,0,0,0,0,0,0,3,11,R$ 44.00,R$ 46.00,,,
1137,"R$ 46,049.00",1,1,11,44,2502,0,1,0,0,0,0,0,1,0,0,342,9,112,19,14,19,10,5,2,9,0,7,0,0,0,0,0,1,0,3,11,R$ 477.00,R$ 496.00,,,
1138,"R$ 56,715.00",0,0,52,46,2730,0,0,0,1,0,0,0,1,0,0,258,105,239,237,172,9,1,7,3,4,0,4,0,0,0,0,0,0,0,3,11,"R$ 1,002.00","R$ 1,011.00",,,
1139,"R$ 79,410.00",0,0,19,59,2190,0,1,0,0,0,0,0,1,0,0,658,80,483,123,13,13,1,3,2,5,0,1,0,0,0,0,0,0,0,3,11,"R$ 1,344.00","R$ 1,357.00",,,
1140,"R$ 57,304.00",0,1,61,69,2634,0,1,0,0,0,0,0,1,0,0,356,80,329,138,17,106,2,7,6,10,0,5,0,0,0,0,0,0,0,3,11,R$ 814.00,R$ 920.00,,,
1141,"R$ 44,375.00",0,1,73,55,2257,0,1,0,0,0,0,0,1,0,0,213,5,28,7,7,41,1,4,1,6,0,5,0,0,0,0,0,0,0,3,11,R$ 219.00,R$ 260.00,,,
1142,"R$ 54,450.00",1,1,0,64,2812,0,0,0,1,0,0,0,1,0,0,454,0,171,8,19,32,12,9,2,8,0,8,0,0,0,0,0,0,0,3,11,R$ 620.00,R$ 652.00,,,
1143,"R$ 59,594.00",0,1,74,55,2776,0,1,0,0,0,0,0,1,0,0,457,4,29,0,0,9,1,8,1,7,0,7,0,1,0,0,0,0,1,3,11,R$ 481.00,R$ 490.00,,,
1144,"R$ 80,685.00",0,0,55,26,2835,0,0,0,1,0,0,0,1,0,0,241,45,604,34,26,54,1,6,4,10,0,2,0,0,0,0,0,0,0,3,11,R$ 896.00,R$ 950.00,,,
1145,"R$ 40,344.00",0,1,48,46,2418,0,1,0,0,0,0,0,0,0,1,210,0,6,0,0,2,2,4,1,5,0,7,0,0,0,0,0,0,0,3,11,R$ 214.00,R$ 216.00,,,
1146,"R$ 62,710.00",0,1,53,48,2561,0,1,0,0,0,0,0,1,0,0,441,35,83,7,29,11,4,4,2,12,0,4,0,0,0,0,0,0,0,3,11,R$ 584.00,R$ 595.00,,,
1147,"R$ 48,985.00",0,1,13,52,2518,0,1,0,0,0,1,0,0,0,0,19,13,18,10,7,8,1,1,1,3,0,3,0,0,0,0,0,0,0,3,11,R$ 59.00,R$ 67.00,,,
1148,"R$ 35,322.00",1,2,34,52,2835,0,0,0,1,0,0,0,1,0,0,28,9,37,12,7,13,3,2,0,4,0,8,0,0,0,0,0,0,0,3,11,R$ 80.00,R$ 93.00,,,
1149,"R$ 77,142.00",0,0,54,72,2555,0,1,0,0,0,0,0,1,0,0,476,75,162,29,151,97,1,4,4,8,0,2,0,0,0,0,0,0,0,3,11,R$ 796.00,R$ 893.00,,,
1150,"R$ 81,657.00",0,0,69,51,2317,0,0,1,0,0,0,0,1,0,0,364,40,425,158,60,50,1,3,4,8,0,1,0,0,0,0,0,0,0,3,11,R$ 997.00,"R$ 1,047.00",,,
1151,"R$ 14,421.00",0,0,81,24,2291,0,1,0,0,0,0,1,0,0,0,0,0,2,3,3,8,1,1,0,2,0,5,1,0,0,0,0,0,1,3,11,R$ 0.00,R$ 8.00,,,
1152,"R$ 20,130.00",0,0,99,46,2263,0,1,0,0,0,1,0,0,0,0,0,6,3,7,6,12,1,1,0,3,0,8,0,0,0,0,0,0,0,3,11,R$ 10.00,R$ 22.00,,,
1153,"R$ 74,214.00",0,0,3,30,2831,0,1,0,0,0,0,0,0,0,1,863,83,547,86,99,33,1,8,2,5,0,5,0,0,0,0,0,0,0,3,11,"R$ 1,645.00","R$ 1,678.00",,,
1154,"R$ 66,726.00",1,1,61,63,2327,0,1,0,0,0,0,0,0,1,0,349,7,35,0,0,47,3,8,2,4,0,7,0,1,0,0,0,0,1,3,11,R$ 344.00,R$ 391.00,,,
1155,"R$ 23,724.00",1,0,65,41,2696,0,0,0,1,0,0,1,0,0,0,5,23,15,0,18,14,2,2,0,3,0,8,0,0,0,0,0,0,0,3,11,R$ 47.00,R$ 61.00,,,
1156,"R$ 47,353.00",0,1,93,60,2387,0,1,0,0,0,0,0,0,1,0,184,2,19,8,8,4,3,2,2,6,0,5,0,0,0,0,0,0,0,3,11,R$ 217.00,R$ 221.00,,,
1157,"R$ 33,444.00",1,1,24,68,2762,0,1,0,0,0,0,0,0,1,0,8,0,8,0,0,2,1,1,0,2,0,8,0,0,0,0,0,0,0,3,11,R$ 14.00,R$ 16.00,,,
1158,"R$ 54,386.00",0,1,8,39,2567,0,1,0,0,0,0,0,1,0,0,277,21,64,62,21,25,2,3,2,10,0,3,0,0,0,0,0,0,0,3,11,R$ 420.00,R$ 445.00,,,
1159,"R$ 28,510.00",1,1,72,39,2601,1,0,0,0,0,0,0,1,0,0,44,5,19,0,4,19,3,2,0,4,0,5,0,0,0,0,0,0,0,3,11,R$ 53.00,R$ 72.00,,,
1160,"R$ 90,638.00",0,0,29,29,2295,0,0,1,0,0,0,0,0,1,0,1156,120,915,94,144,96,1,3,4,10,0,1,0,0,1,0,0,0,1,3,11,"R$ 2,333.00","R$ 2,429.00",,,
1161,"R$ 48,070.00",0,1,33,70,2691,0,0,0,1,0,0,0,1,0,0,373,14,83,6,9,19,3,8,2,6,1,7,0,0,0,0,0,0,0,3,11,R$ 466.00,R$ 485.00,,,
1162,"R$ 43,140.00",0,1,68,63,2699,0,1,0,0,0,0,0,1,0,0,134,8,76,6,0,11,1,4,1,5,0,6,0,0,0,0,0,0,0,3,11,R$ 213.00,R$ 224.00,,,
1163,"R$ 54,959.00",0,1,55,59,2685,1,0,0,0,0,0,0,0,0,1,1148,0,60,0,0,24,3,9,5,4,0,7,0,1,0,0,0,1,1,3,11,"R$ 1,184.00","R$ 1,208.00",,,
1164,"R$ 15,056.00",1,1,76,62,2581,0,0,1,0,0,0,1,0,0,0,6,12,3,21,6,40,5,2,2,3,0,5,0,0,0,0,0,0,0,3,11,R$ 8.00,R$ 48.00,,,
1165,"R$ 26,954.00",1,0,17,49,2211,0,0,1,0,0,0,0,1,0,0,4,1,11,0,0,1,1,1,0,2,0,7,0,0,0,0,0,0,0,3,11,R$ 15.00,R$ 16.00,,,
1166,"R$ 22,327.00",1,0,94,35,2490,0,0,1,0,0,0,0,1,0,0,5,4,8,2,0,5,1,1,0,3,0,5,0,0,0,0,0,0,0,3,11,R$ 14.00,R$ 19.00,,,
1167,"R$ 44,393.00",1,1,86,55,2470,0,1,0,0,0,0,0,1,0,0,24,2,20,2,2,10,2,1,0,4,0,4,0,0,0,0,0,0,0,3,11,R$ 40.00,R$ 50.00,,,
1168,"R$ 62,000.00",0,1,25,68,2467,0,0,1,0,0,0,0,0,0,1,899,0,101,0,0,20,1,6,6,13,0,4,0,0,0,1,0,0,1,3,11,R$ 980.00,"R$ 1,000.00",,,
1169,"R$ 31,497.00",0,1,22,58,2729,0,0,0,1,0,0,0,0,0,1,108,1,28,13,1,4,2,3,1,4,0,8,0,0,0,0,0,0,0,3,11,R$ 147.00,R$ 151.00,,,
1170,"R$ 45,894.00",0,2,15,46,2281,0,1,0,0,0,1,0,0,0,0,27,2,7,0,2,13,1,1,0,3,0,5,0,0,0,0,0,0,0,3,11,R$ 25.00,R$ 38.00,,,
1171,"R$ 78,579.00",0,0,35,50,2713,1,0,0,0,0,0,0,0,1,0,816,66,549,216,66,99,1,5,6,4,0,3,0,0,0,0,0,1,0,3,11,"R$ 1,614.00","R$ 1,713.00",,,
1172,"R$ 67,369.00",0,1,81,51,2748,0,0,0,0,1,0,0,0,1,0,1298,0,70,37,14,42,4,7,4,10,0,4,0,1,1,0,0,1,2,3,11,"R$ 1,377.00","R$ 1,419.00",,,
1173,"R$ 58,401.00",0,1,55,60,2229,1,0,0,0,0,0,0,1,0,0,10,0,11,17,29,29,1,1,2,2,0,4,0,0,0,0,0,0,0,3,11,R$ 38.00,R$ 67.00,,,
1174,"R$ 62,307.00",0,1,94,68,2291,0,0,1,0,0,0,0,1,0,0,87,13,34,10,6,10,1,4,0,4,0,5,0,0,0,0,0,0,0,3,11,R$ 140.00,R$ 150.00,,,
1175,"R$ 43,641.00",1,1,50,51,2592,0,1,0,0,0,0,0,0,1,0,57,2,51,4,2,23,3,2,1,4,0,6,0,0,0,0,0,0,0,3,11,R$ 93.00,R$ 116.00,,,
1176,"R$ 63,841.00",0,1,64,52,2593,1,0,0,0,0,0,0,0,1,0,635,15,100,20,7,131,1,9,3,9,0,6,0,0,0,0,0,0,0,3,11,R$ 646.00,R$ 777.00,,,
1177,"R$ 46,891.00",0,1,91,55,2460,0,1,0,0,0,1,0,0,0,0,43,12,23,29,15,61,1,2,1,4,0,4,0,0,0,0,0,0,0,3,11,R$ 61.00,R$ 122.00,,,
1178,"R$ 70,091.00",1,0,11,51,2614,0,1,0,0,0,0,0,0,1,0,964,34,137,15,0,11,2,5,2,10,0,8,0,1,0,0,0,0,1,3,11,"R$ 1,139.00","R$ 1,150.00",,,
1179,"R$ 78,075.00",0,0,72,48,2244,0,1,0,0,0,0,0,0,0,1,572,8,259,34,35,80,1,3,5,5,0,1,0,0,0,0,0,0,0,3,11,R$ 828.00,R$ 908.00,,,
1180,"R$ 59,184.00",0,1,6,59,2817,0,0,0,0,1,1,0,0,0,0,341,142,113,259,151,66,3,6,6,12,0,5,0,0,0,0,0,0,0,3,11,R$ 940.00,"R$ 1,006.00",,,
1181,"R$ 54,809.00",1,1,0,43,2450,0,1,0,0,0,0,0,1,0,0,63,6,57,13,13,22,4,2,1,5,0,4,0,0,0,0,0,0,0,3,11,R$ 130.00,R$ 152.00,,,
1182,"R$ 58,113.00",0,1,66,61,2679,0,1,0,0,0,0,0,1,0,0,221,104,169,102,78,84,3,9,2,8,1,7,0,0,0,0,0,0,0,3,11,R$ 590.00,R$ 674.00,,,
1183,"R$ 51,412.00",0,1,42,62,2339,0,1,0,0,0,0,0,0,1,0,140,3,29,4,5,14,2,3,2,4,0,4,0,0,0,0,0,0,0,3,11,R$ 167.00,R$ 181.00,,,
1184,"R$ 15,287.00",1,0,60,41,2786,1,0,0,0,0,0,0,1,0,0,1,2,8,4,3,13,2,1,1,2,0,7,1,0,0,0,0,1,1,3,11,R$ 5.00,R$ 18.00,,,
1185,"R$ 66,636.00",0,0,64,63,2475,0,0,0,1,0,0,0,0,1,0,291,10,689,84,10,0,1,3,4,9,0,1,0,0,0,0,0,0,0,3,11,"R$ 1,084.00","R$ 1,084.00",,,
1186,"R$ 50,965.00",0,1,87,64,2653,0,1,0,0,0,0,0,0,1,0,544,13,85,8,6,29,3,10,4,5,0,8,1,0,0,0,0,0,1,3,11,R$ 627.00,R$ 656.00,,,
1187,"R$ 84,618.00",0,0,96,55,2378,0,1,0,0,0,0,0,0,0,1,684,100,801,21,66,0,1,6,9,10,0,2,0,0,1,0,0,0,1,3,11,"R$ 1,672.00","R$ 1,672.00",,,
1188,"R$ 18,351.00",0,0,1,30,2402,0,1,0,0,0,0,0,1,0,0,1,12,9,0,14,7,1,2,0,3,0,7,0,0,0,0,0,0,0,3,11,R$ 29.00,R$ 36.00,,,
1189,"R$ 40,451.00",0,2,54,63,2292,0,0,0,1,0,0,0,0,0,1,35,0,4,0,0,10,1,1,1,2,0,5,1,0,0,0,0,0,1,3,11,R$ 29.00,R$ 39.00,,,
1190,"R$ 36,317.00",0,1,53,55,2562,0,0,0,1,0,0,0,1,0,0,87,3,25,3,2,13,2,3,0,4,0,7,0,0,0,0,0,0,0,3,11,R$ 107.00,R$ 120.00,,,
1191,"R$ 42,213.00",0,1,96,63,2419,0,0,0,1,0,0,0,1,0,0,309,3,24,4,3,20,2,5,1,7,0,7,0,1,0,0,0,0,1,3,11,R$ 323.00,R$ 343.00,,,
1192,"R$ 65,748.00",0,1,58,65,2599,0,0,0,1,0,0,0,1,0,0,172,73,93,95,78,34,2,2,4,10,1,1,0,0,0,0,0,0,0,3,11,R$ 477.00,R$ 511.00,,,
1193,"R$ 77,044.00",0,1,12,48,2404,0,0,0,1,0,0,0,1,0,0,625,38,242,50,34,76,2,7,11,11,0,4,1,0,0,0,0,0,1,3,11,R$ 913.00,R$ 989.00,,,
1194,"R$ 74,918.00",0,0,78,51,2633,0,0,0,1,0,0,0,1,0,0,972,59,913,25,19,59,1,5,9,6,0,3,0,0,1,0,0,0,1,3,11,"R$ 1,929.00","R$ 1,988.00",,,
1195,"R$ 56,721.00",1,1,64,48,2765,0,1,0,0,0,0,0,1,0,0,157,6,39,6,13,75,5,4,1,5,0,6,0,0,0,0,0,0,0,3,11,R$ 146.00,R$ 221.00,,,
1196,"R$ 42,160.00",1,1,26,45,2525,0,0,1,0,0,0,0,1,0,0,48,9,45,3,15,20,4,2,1,4,0,6,0,0,0,0,0,1,0,3,11,R$ 100.00,R$ 120.00,,,
1197,"R$ 61,559.00",0,1,8,55,2506,0,0,1,0,0,0,0,1,0,0,279,83,88,32,14,34,1,4,2,10,0,3,0,0,0,0,0,0,0,3,11,R$ 462.00,R$ 496.00,,,
1198,"R$ 33,629.00",1,1,49,57,2849,0,0,0,1,0,0,0,0,0,1,132,0,16,0,0,4,5,3,1,4,0,9,0,0,0,0,0,0,0,3,11,R$ 144.00,R$ 148.00,,,
1199,"R$ 68,682.00",0,0,56,29,2425,0,0,0,1,0,0,0,0,0,1,919,0,505,99,30,45,1,4,9,10,0,2,0,0,0,0,0,0,0,3,11,"R$ 1,508.00","R$ 1,553.00",,,
1200,"R$ 34,377.00",0,1,55,57,2685,0,0,1,0,0,0,0,1,0,0,62,0,22,3,1,26,2,2,2,2,0,7,0,0,0,0,0,0,0,3,11,R$ 62.00,R$ 88.00,,,
1201,"R$ 8,940.00",1,0,25,34,2835,0,0,1,0,0,0,1,0,0,0,1,45,3,4,6,42,3,3,1,3,0,8,0,0,0,0,0,0,0,3,11,R$ 17.00,R$ 59.00,,,
1202,"R$ 26,228.00",1,0,50,47,2439,0,1,0,0,0,0,0,1,0,0,2,6,4,3,1,9,1,1,0,2,0,8,0,0,0,0,0,0,0,3,11,R$ 7.00,R$ 16.00,,,
1203,"R$ 77,297.00",0,0,84,63,2678,1,0,0,0,0,1,0,0,0,0,408,61,109,48,122,41,1,5,7,9,0,4,0,0,0,1,0,0,1,3,11,R$ 707.00,R$ 748.00,,,
1204,"R$ 40,211.00",1,1,30,39,2493,0,1,0,0,0,0,0,1,0,0,51,1,7,2,1,25,2,2,1,2,0,8,1,0,0,0,0,0,1,3,11,R$ 37.00,R$ 62.00,,,
1205,"R$ 33,438.00",1,1,81,62,2439,0,0,0,0,1,0,0,0,0,1,62,1,16,3,2,6,4,2,1,4,0,5,0,0,0,0,0,0,0,3,11,R$ 78.00,R$ 84.00,,,
1206,"R$ 75,032.00",0,1,74,61,2586,0,1,0,0,0,0,0,0,0,1,952,12,180,47,12,12,2,5,4,9,0,3,0,0,0,0,0,0,0,3,11,"R$ 1,191.00","R$ 1,203.00",,,
1207,"R$ 61,284.00",0,0,76,65,2419,0,0,1,0,0,0,0,0,0,1,618,15,106,20,7,45,1,11,2,8,0,6,0,1,0,0,0,0,1,3,11,R$ 721.00,R$ 766.00,,,
1208,"R$ 22,518.00",1,0,36,34,2774,0,1,0,0,0,0,0,1,0,0,11,7,12,2,2,27,2,2,1,2,0,5,1,0,0,0,0,1,1,3,11,R$ 7.00,R$ 34.00,,,
1209,"R$ 54,730.00",0,1,64,45,2477,0,1,0,0,0,0,0,0,1,0,318,3,17,4,7,56,5,4,1,8,0,4,0,0,0,0,0,0,0,3,11,R$ 293.00,R$ 349.00,,,
1210,"R$ 38,452.00",1,1,62,65,2250,0,1,0,0,0,0,0,0,1,0,56,0,14,0,0,2,3,3,0,3,0,7,0,0,0,0,0,0,0,3,11,R$ 68.00,R$ 70.00,,,
1211,"R$ 44,421.00",1,1,53,49,2658,1,0,0,0,0,0,0,1,0,0,110,5,59,7,1,7,5,5,0,4,0,8,0,0,0,0,0,0,0,3,11,R$ 175.00,R$ 182.00,,,
1212,"R$ 38,197.00",1,0,86,34,2524,0,0,0,1,0,0,0,0,0,1,23,0,11,2,1,3,1,1,0,3,0,5,0,0,0,0,0,0,0,3,11,R$ 34.00,R$ 37.00,,,
1213,"R$ 41,986.00",0,1,15,42,2299,1,0,0,0,0,0,0,1,0,0,27,5,8,8,3,12,3,3,0,4,0,4,0,0,0,0,0,0,0,3,11,R$ 39.00,R$ 51.00,,,
1214,"R$ 28,427.00",1,0,67,37,2624,0,0,0,1,0,0,0,1,0,0,18,3,19,3,3,6,2,2,0,3,0,8,0,0,0,0,0,0,0,3,11,R$ 40.00,R$ 46.00,,,
1215,"R$ 37,395.00",1,0,47,44,2217,0,0,0,1,0,0,0,0,0,1,18,0,9,0,1,11,1,1,0,3,0,6,0,0,0,0,0,0,0,3,11,R$ 17.00,R$ 28.00,,,
1216,"R$ 64,722.00",1,0,47,49,2193,0,1,0,0,0,0,0,1,0,0,303,0,280,60,147,15,4,8,2,11,0,6,0,0,0,0,0,0,0,3,11,R$ 775.00,R$ 790.00,,,
1217,"R$ 55,249.00",0,1,81,64,2232,0,0,0,1,0,0,0,0,1,0,97,1,19,2,0,11,1,2,1,4,0,3,0,0,0,0,0,0,0,3,11,R$ 108.00,R$ 119.00,,,
1218,"R$ 84,906.00",0,0,98,48,2427,0,0,0,1,0,0,0,1,0,0,997,15,414,99,30,76,1,5,6,12,0,2,0,1,1,0,1,0,3,3,11,"R$ 1,479.00","R$ 1,555.00",,,
1219,"R$ 28,691.00",1,0,56,31,2519,0,1,0,0,0,0,0,1,0,0,5,4,13,8,0,4,1,1,0,3,0,8,0,0,0,0,0,0,0,3,11,R$ 26.00,R$ 30.00,,,
1220,"R$ 44,213.00",1,1,48,68,2371,0,0,1,0,0,0,0,1,0,0,95,11,35,0,4,7,4,2,1,5,0,6,0,0,0,0,0,0,0,3,11,R$ 138.00,R$ 145.00,,,
1221,"R$ 25,707.00",1,0,18,36,2321,0,0,1,0,0,0,1,0,0,0,1,6,2,3,6,3,1,1,0,3,0,7,0,0,0,0,0,0,0,3,11,R$ 15.00,R$ 18.00,,,
1222,"R$ 59,062.00",2,1,74,53,2428,0,1,0,0,0,0,0,0,0,1,46,1,12,3,0,9,2,2,0,3,0,4,0,0,0,0,0,0,0,3,11,R$ 53.00,R$ 62.00,,,
